"truck_events_text_partition.driverid","truck_events_text_partition.truckid","truck_events_text_partition.eventtime","truck_events_text_partition.eventtype","truck_events_text_partition.longitude","truck_events_text_partition.latitude","truck_events_text_partition.eventkey","truck_events_text_partition.correlationid","truck_events_text_partition.drivername","truck_events_text_partition.routeid","truck_events_text_partition.routename","truck_events_text_partition.date"
"31","80","2014-10-18 18:57:08.98","Normal","-93.92","35.53","31|80|9223370623170946827","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"36","21","2014-10-18 18:57:09.117","Normal","-92.85","38.93","36|21|9223370623170946690","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"22","13","2014-10-18 18:57:09.18","Normal","-94.46","37.16","22|13|9223370623170946627","-2309469543890042451","Nadeem Asghar","1565885487","Springfield to KC Via Hanibal","2014-10-19-01"
"10","44","2014-10-18 18:57:09.21","Overspeed","-95.5","36.37","10|44|9223370623170946597","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"18","107","2014-10-18 18:57:09.36","Normal","-89.96","39.74","18|107|9223370623170946447","-2309469543890042451","Grant Liu","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"44","57","2014-10-18 18:57:09.428","Normal","-90.44","41.54","44|57|9223370623170946379","8100678093119688045","d0922 974774","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"25","58","2014-10-18 18:57:09.548","Normal","-90.24","39.72","25|58|9223370623170946259","-2309469543890042451","Jean-Philippe Player","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"35","71","2014-10-18 18:57:09.667","Normal","-95.69","36.25","35|71|9223370623170946140","8100678093119688045","Emil Siemes","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"26","94","2014-10-18 18:57:09.769","Normal","-91.44","38.09","26|94|9223370623170946038","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"47","96","2014-10-18 18:57:09.8","Normal","-90.07","35.1","47|96|9223370623170946007","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
"31","80","2014-10-18 18:57:09.92","Normal","-94.22","35.5","31|80|9223370623170945887","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"36","21","2014-10-18 18:57:10.057","Normal","-92.63","38.95","36|21|9223370623170945750","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"13","106","2014-10-18 18:57:10.09","Normal","-88.41","42.11","13|106|9223370623170945717","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"10","44","2014-10-18 18:57:10.204","Normal","-95.69","36.25","10|44|9223370623170945603","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"30","29","2014-10-18 18:57:10.324","Normal","-88.02","42.04","30|29|9223370623170945483","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"44","57","2014-10-18 18:57:10.387","Normal","-90.29","40.96","44|57|9223370623170945420","8100678093119688045","d0922 974774","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"16","91","2014-10-18 18:57:10.47","Normal","-89.54","36.84","16|91|9223370623170945337","-2309469543890042451","Tom McCuch","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"46","95","2014-10-18 18:57:10.517","Normal","-94.31","37.31","46|95|9223370623170945290","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"17","101","2014-10-18 18:57:10.73","Normal","-92.85","38.93","17|101|9223370623170945077","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"43","42","2014-10-18 18:57:10.751","Normal","-88.77","40.76","43|42|9223370623170945056","8100678093119688045","Dave Patton","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"13","106","2014-10-18 18:57:10.86","Normal","-88.64","42.21","13|106|9223370623170944947","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"40","62","2014-10-18 18:57:10.953","Normal","-94.46","37.16","40|62|9223370623170944854","8100678093119688045","Nicolas Maillard","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"18","107","2014-10-18 18:57:11.071","Normal","-89.66","39.78","18|107|9223370623170944736","-2309469543890042451","Grant Liu","927636994","Des Moines to Chicago.kml","2014-10-19-01"
"10","44","2014-10-18 18:57:11.17","Normal","-95.76","36.18","10|44|9223370623170944637","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"45","92","2014-10-18 18:57:11.297","Normal","-88.07","41.48","45|92|9223370623170944510","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"24","18","2014-10-18 18:57:11.39","Normal","-89.03","41.92","24|18|9223370623170944417","-2309469543890042451","Don Hilborn","24929475","Peoria to Ceder Rapids","2014-10-19-01"
"31","80","2014-10-18 18:57:11.61","Normal","-94.88","35.47","31|80|9223370623170944197","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"12","23","2014-10-18 18:57:11.64","Normal","-92.09","34.8","12|23|9223370623170944167","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"34","92","2014-10-18 18:57:11.699","Normal","-90.07","35.68","34|92|9223370623170944108","8100678093119688045","Frank Romano","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"17","101","2014-10-18 18:57:11.724","Normal","-92.63","38.95","17|101|9223370623170944083","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"15","62","2014-10-18 18:57:11.752","Normal","-91.63","41.72","15|62|9223370623170944055","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"32","34","2014-10-18 18:57:11.98","Normal","-91.59","41.7","32|34|9223370623170943827","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"39","103","2014-10-18 18:57:11.987","Normal","-92.74","41.75","39|103|9223370623170943820","8100678093119688045","David Kaiser","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"23","27","2014-10-18 18:57:12.051","Normal","-91.63","41.72","23|27|9223370623170943756","-2309469543890042451","Adam Diaz","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"45","92","2014-10-18 18:57:12.128","Normal","-87.67","41.87","45|92|9223370623170943679","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"42","80","2014-10-18 18:57:12.357","Normal","-89.52","40.7","42|80|9223370623170943450","8100678093119688045","Randy Gelhausen","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"31","80","2014-10-18 18:57:12.409","Normal","-95.15","35.51","31|80|9223370623170943398","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"21","40","2014-10-18 18:57:12.48","Normal","-89.63","39.84","21|40|9223370623170943327","-2309469543890042451","Jeff Markham","1390372503","Saint Louis to Tulsa","2014-10-19-01"
"40","62","2014-10-18 18:57:12.627","Normal","-94.3","37.66","40|62|9223370623170943180","8100678093119688045","Nicolas Maillard","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"34","92","2014-10-18 18:57:12.687","Normal","-89.8","35.94","34|92|9223370623170943120","8100678093119688045","Frank Romano","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"11","57","2014-10-18 18:57:12.88","Normal","-89.74","39.1","11|57|9223370623170942927","-2309469543890042451","Jamie Engesser","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"10","44","2014-10-18 18:57:12.95","Normal","-95.99","36.17","10|44|9223370623170942857","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"38","108","2014-10-18 18:57:12.977","Normal","-94.57","35.37","38|108|9223370623170942830","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"31","80","2014-10-18 18:57:13.17","Normal","-95.3","35.64","31|80|9223370623170942637","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"46","95","2014-10-18 18:57:13.207","Normal","-94.35","38.33","46|95|9223370623170942600","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"25","58","2014-10-18 18:57:13.284","Normal","-90.63","39.7","25|58|9223370623170942523","-2309469543890042451","Jean-Philippe Player","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"21","40","2014-10-18 18:57:13.3","Normal","-89.17","40.38","21|40|9223370623170942507","-2309469543890042451","Jeff Markham","1390372503","Saint Louis to Tulsa","2014-10-19-01"
"19","32","2014-10-18 18:57:13.337","Normal","-95.99","36.17","19|32|9223370623170942470","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"47","96","2014-10-18 18:57:13.437","Normal","-89.65","36.37","47|96|9223370623170942370","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
"40","62","2014-10-18 18:57:13.577","Normal","-94.37","38.0","40|62|9223370623170942230","8100678093119688045","Nicolas Maillard","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"27","61","2014-10-18 18:57:13.75","Normal","-92.38","38.98","27|61|9223370623170942057","-2309469543890042451","Mark Lochbihler","1962261785","Wichita to Little Rock.kml","2014-10-19-01"
"44","57","2014-10-18 18:57:13.777","Normal","-89.91","40.86","44|57|9223370623170942030","8100678093119688045","d0922 974774","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"30","29","2014-10-18 18:57:13.888","Normal","-89.03","41.92","30|29|9223370623170941919","-2309469543890042451","Dan Rice","371182829","Memphis to Little Rock","2014-10-19-01"
"14","73","2014-10-18 18:57:14.07","Normal","-96.21","36.19","14|73|9223370623170941737","-2309469543890042451","Adis Cesir","371182829","Memphis to Little Rock","2014-10-19-01"
"17","101","2014-10-18 18:57:14.083","Normal","-92.22","38.96","17|101|9223370623170941724","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"46","95","2014-10-18 18:57:14.207","Normal","-94.38","38.67","46|95|9223370623170941600","8100678093119688045","66d86 e4465b","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"47","96","2014-10-18 18:57:14.298","Normal","-89.54","36.84","47|96|9223370623170941509","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
"36","21","2014-10-18 18:57:14.397","Normal","-91.74","38.94","36|21|9223370623170941410","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"15","62","2014-10-18 18:57:14.42","Normal","-91.05","41.72","15|62|9223370623170941387","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"11","57","2014-10-18 18:57:14.5","Normal","-89.17","40.38","11|57|9223370623170941307","-2309469543890042451","Jamie Engesser","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"10","44","2014-10-18 18:57:14.651","Normal","-95.69","36.25","10|44|9223370623170941156","-2309469543890042451","George Vetticaden","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"32","34","2014-10-18 18:57:14.72","Normal","-90.64","41.56","32|34|9223370623170941087","-2309469543890042451","Ryan Templeton","1384345811","Joplin to Kansas City","2014-10-19-01"
"17","101","2014-10-18 18:57:14.882","Normal","-92.03","38.97","17|101|9223370623170940925","-2309469543890042451","Eric Mizell","1325712174","Saint Louis to Tulsa Route2","2014-10-19-01"
"41","60","2014-10-18 18:57:14.867","Normal","-90.04","35.19","41|60|9223370623170940940","8100678093119688045","Greg Phillips","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"19","32","2014-10-18 18:57:14.954","Normal","-95.56","35.97","19|32|9223370623170940853","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"42","80","2014-10-18 18:57:15.022","Normal","-90.29","40.96","42|80|9223370623170940785","8100678093119688045","Randy Gelhausen","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"34","92","2014-10-18 18:57:15.258","Normal","-89.56","37.2","34|92|9223370623170940549","8100678093119688045","Frank Romano","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"28","87","2014-10-18 18:57:15.29","Normal","-90.24","39.72","28|87|9223370623170940517","-2309469543890042451","Olivier Renault","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"36","21","2014-10-18 18:57:15.287","Normal","-91.56","38.93","36|21|9223370623170940520","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"38","108","2014-10-18 18:57:15.477","Normal","-95.3","35.64","38|108|9223370623170940330","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"44","57","2014-10-18 18:57:15.517","Normal","-90.44","41.54","44|57|9223370623170940290","8100678093119688045","d0922 974774","160779139","Des Moines to Chicago Route 2","2014-10-19-01"
"23","27","2014-10-18 18:57:15.71","Normal","-90.7","41.62","23|27|9223370623170940097","-2309469543890042451","Adam Diaz","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"26","94","2014-10-18 18:57:15.79","Normal","-90.34","38.58","26|94|9223370623170940017","-2309469543890042451","Michael Aube","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"31","80","2014-10-18 18:57:15.875","Normal","-95.76","36.08","31|80|9223370623170939932","-2309469543890042451","Rommel Garcia","987179512"," Saint Louis to Chicago","2014-10-19-01"
"43","42","2014-10-18 18:57:15.997","Normal","-88.42","41.11","43|42|9223370623170939810","8100678093119688045","Dave Patton","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"47","96","2014-10-18 18:57:16.12","Normal","-89.71","37.47","47|96|9223370623170939687","8100678093119688045","bb7cc 2d472e","1961634315","Saint Louis to Memphis","2014-10-19-01"
"15","62","2014-10-18 18:57:16.16","Normal","-90.44","41.54","15|62|9223370623170939647","-2309469543890042451","Rohit Bakshi","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"29","12","2014-10-18 18:57:16.26","Normal","-95.3","35.64","29|12|9223370623170939547","-2309469543890042451","Teddy Choi","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"16","91","2014-10-18 18:57:16.37","Normal","-90.15","38.62","16|91|9223370623170939437","-2309469543890042451","Tom McCuch","1198242881"," Saint Louis to Chicago Route2","2014-10-19-01"
"11","57","2014-10-18 18:57:16.42","Normal","-88.42","41.11","11|57|9223370623170939387","-2309469543890042451","Jamie Engesser","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"19","32","2014-10-18 18:57:16.57","Normal","-95.3","35.64","19|32|9223370623170939237","-2309469543890042451","Ajay Singh","1961634315","Saint Louis to Memphis","2014-10-19-01"
"13","106","2014-10-18 18:57:16.75","Normal","-90.64","41.56","13|106|9223370623170939057","-2309469543890042451","Joe Niemiec","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"12","23","2014-10-18 18:57:16.74","Normal","-90.68","35.12","12|23|9223370623170939067","-2309469543890042451","Paul Codding","160405074","Joplin to Kansas City Route 2","2014-10-19-01"
"40","62","2014-10-18 18:57:16.887","Normal","-94.59","39.1","40|62|9223370623170938920","8100678093119688045","Nicolas Maillard","1594289134","Memphis to Little Rock Route 2","2014-10-19-01"
"36","21","2014-10-18 18:57:16.967","Normal","-91.19","38.83","36|21|9223370623170938840","8100678093119688045","Andrew Grande","1325562373","Springfield to KC Via Columbia Route 2","2014-10-19-01"
"37","89","2014-10-18 18:57:16.997","Normal","-93.13","39.78","37|89|9223370623170938810","8100678093119688045","Wes Floyd","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
"34","92","2014-10-18 18:57:17.012","Normal","-90.0","37.72","34|92|9223370623170938795","8100678093119688045","Frank Romano","1567254452","Saint Louis to Memphis Route2","2014-10-19-01"
"38","108","2014-10-18 18:57:17.217","Normal","-95.56","35.97","38|108|9223370623170938590","8100678093119688045","Scott Shaw","803014426","Wichita to Little Rock Route 2","2014-10-19-01"
"45","92","2014-10-18 18:57:17.367","Normal","-89.63","39.84","45|92|9223370623170938440","8100678093119688045","ad795 43cd28","1090292248","Peoria to Ceder Rapids Route 2","2014-10-19-01"
"11","57","2014-10-18 18:57:17.4","Normal","-88.07","41.48","11|57|9223370623170938407","-2309469543890042451","Jamie Engesser","137128276","Springfield to KC Via Hanibal Route 2","2014-10-19-01"
